,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
"Fallon County, Montana",160.37980194310245,166.57902356216363,167.36558951653527,169.69862851796103,180.1773098781102,183.03028303883553,182.01707358192544,208.2191655071006,213.27425084332458,223.57011562717088,227.2325790799582
"Fergus County, Montana",585.0996220057124,568.3817307339684,567.1685366362088,576.8206637494528,566.5819553226868,563.6089956952699,562.4358114791347,654.8225395955766,659.4970729700316,663.0108302773892,658.4643511580417
"Flathead County, Montana",5189.772745598345,5222.835260900005,5252.244907655723,5324.902460416489,5375.77605303187,5440.687932715611,5496.600870575673,6322.361537311511,6611.202326332007,6829.41126878793,6826.607675578831
"Gallatin County, Montana",5564.818211628852,5666.285457222788,5757.354019630734,5938.117910822366,6093.485026382477,6264.356817527483,6441.441138133303,9809.369299212263,10087.657644405002,10180.075626054548,11142.328422250728
"Garfield County, Montana",72.15090485412932,74.36395738886358,70.84440474045817,66.55161556852566,64.97848365978247,62.91207645342873,71.83095533567925,70.89073285806815,75.25749970985558,74.54783787072854,71.89286504179674
"Glacier County, Montana",990.248577635853,973.9039751950281,956.5195044356041,950.0536510214708,963.4386232657234,988.9687363838708,995.5412468338511,1146.7138715527133,1164.8384861160216,1170.3115710737495,1177.4256274445968
"Golden Valley County, Montana",51.03356737460589,46.24750290506284,45.84755521245478,46.367489371754345,49.34044899917119,48.70052837318011,42.088029630666355,32.26933424874383,33.37751920827323,37.06808713869812,43.2340062419996
"Granite County, Montana",141.5155052908468,152.68742500036512,158.12673952674373,152.08749266690754,148.58126944934665,144.67509853917772,135.71623136439365,150.91467957128356,152.6442571797205,149.60793227005408,149.44901405460112
"Hill County, Montana",1096.4218247579015,1057.040144548671,1041.895363596579,1061.9328444649698,1052.7473337876474,1032.1366010365791,1039.8822957026944,1235.732184427152,1233.0166984524262,1227.9150097255078,1225.941389910512
"Jefferson County, Montana",714.1366642951879,706.164326126534,675.11490030785,679.8209881923258,689.766405962331,688.3799076745019,668.7824059694346,734.0127863073535,746.1605052928771,758.6756277592272,738.8435300650054
"Judith Basin County, Montana",98.68089799834237,91.78843802991207,92.80164748682216,90.86855617800444,94.12147703133785,95.30799067831748,101.00060756892364,110.99507684577561,109.94163009804414,113.17852833232638,113.58002036560625
"Lake County, Montana",1774.216415625498,1787.4547425413698,1780.9222203839233,1773.949783830426,1816.637788972732,1791.7342670497308,1847.40727515459,2006.4198630709402,2096.174638765891,2150.8602337204534,2129.04171379182
"Lewis and Clark County, Montana",3732.3296136510885,3730.9031270707264,3704.4798125514503,3696.2275131568804,3686.1888109600545,3727.5169334980383,3745.8479665601503,4381.213666857059,4467.150615205302,4544.930149484528,4524.550054766508
"Liberty County, Montana",139.44909808449304,132.35665347521325,132.7166128752878,130.54354863308706,125.98412766608251,125.06424581417487,120.91810197062293,109.09872913377265,111.20575875054973,118.05397533468263,124.53908517379665
"Lincoln County, Montana",945.320882686215,910.525260716587,909.0187759620663,922.5770739854793,934.5488890802137,953.9997886350823,944.7876406851618,1021.491944064548,1083.1788635774062,1118.2150886614256,1096.9307402324862
"McCone County, Montana",87.05569128374705,85.34924347746784,79.50998125848116,82.20297965998145,82.04300490075642,83.36283444527209,89.17543780256975,101.94186123843026,104.56996281147843,99.28366894367458,103.25423041210762
"Madison County, Montana",333.39797687952847,335.39773693165967,340.5570902321217,332.2514731141733,332.1181572166373,339.8238420011282,342.0768828283959,399.33017876366614,398.1766155052694,407.1178672815037,407.79678697683823
"Meagher County, Montana",87.05569128374705,85.24258644162084,80.41653367954427,80.40320424869975,78.1901517139655,80.6698360437718,84.18938869217722,92.92183630622117,92.72105879963414,94.93528161446304,92.81246955037328
"Mineral County, Montana",191.38921788016205,187.22974460576557,186.86978520569107,192.82903389136922,202.0945427428498,199.48154251550744,205.46745006287463,222.2635725079126,241.0120591196307,250.66753918608003,249.24646914418506
"Missoula County, Montana",6134.839678247605,6116.961953779662,6131.613502612324,6251.758368059421,6370.356803637645,6403.086039990008,6410.338480947605,8543.103410046391,8661.712088408476,8720.61559922526,9037.244959863767
"Musselshell County, Montana",262.96687085161375,246.15565197486737,262.52691327738125,245.00912662042123,230.250985519184,236.49019543077878,225.18495982372445,255.46302678544328,269.72652275476105,299.169533392042,267.82022738605446
"Park County, Montana",774.3291050745183,766.0234879565697,765.7968228649403,760.1308648360232,765.1835611006381,746.439272504165,729.0148134522075,824.4738292422842,835.9783357996104,857.8244938035928,832.3744577269476
"Petroleum County, Montana",31.982637101436183,32.64921658911627,27.743165652881714,28.396415709717296,28.516402176408803,26.30334964167454,21.877244572206017,22.141396599633595,20.978065064363907,21.011391860814292,26.159928496825305
"Phillips County, Montana",241.32957762369986,224.82500042364995,226.9580763733171,225.78489215718201,225.2782874287269,220.97216882594992,215.66617019710733,258.0388014855389,268.6992500474237,280.83362437804624,267.55191977108575
"Pondera County, Montana",366.08720335026914,361.26115058819255,360.1146252337465,363.35421665623534,347.66286427224605,343.2767474953111,335.39773693165967,382.31436170580093,395.57894495721405,402.97757555209785,386.7654013208921
"Powder River County, Montana",103.92022788387152,98.49424278833739,94.58807187816844,90.16196680869992,89.38873028517283,85.60254584169536,76.13707393845627,85.60272753453977,81.64343535214293,79.22540313795533,88.4764423349635
"Powell County, Montana",304.0683282979681,299.8288568494137,284.2441615012714,279.8180564318028,270.3259256668747,263.5401227342914,253.47471849759475,349.1102905534985,345.65045473005404,357.22161488028104,339.6087169834697
"Prairie County, Montana",50.2470014202343,52.07343569320501,44.301082165400615,47.11406703359242,45.99420054083531,43.24788441595699,41.288134245450244,45.144209807428666,46.50521889585662,46.194284359103136,46.21095185770634
"Ravalli County, Montana",2278.259583325675,2238.1579627272044,2240.3043465186256,2257.16888311875,2254.4225454047805,2243.050662643504,2222.373239560031,2477.4614131060553,2561.2483648774983,2579.2758788068877,2548.676598459698
"Richland County, Montana",629.107391925261,647.6117507665331,691.6328717060171,674.8216528292706,655.8907090227925,650.6513791372633,641.6791825316348,784.3019680809697,780.6970538199477,775.9030715630527,786.3624907260474
"Roosevelt County, Montana",774.7157233362818,772.8226419090886,794.6465687579165,796.2463595283488,806.6850525959644,805.9118160724372,816.2971914166749,912.2548796900569,944.6028509734615,955.9393022827503,962.894007906187
"Rosebud County, Montana",640.7325986398563,651.7445435901496,647.185122623145,640.4393079830952,634.6000457641085,618.0021409590561,604.5904882640236,639.1220810846437,640.0010004348519,657.2691651970164,637.3686494539946
"Sanders County, Montana",567.2351622013405,558.8362174783895,534.6525927664467,524.9338400880711,538.0121922447181,547.7442959430292,537.452269792885,610.4113459648811,639.1395918347031,668.2172700267181,641.8112371716758
"Sheridan County, Montana",184.07012976834375,184.04347090665473,190.22936309487145,183.75018024989367,171.0451169241657,162.05959088769265,159.59323598873084,201.59099874868508,203.7741779926076,202.94278404549658,194.39079185038568
"Silver Bow County, Montana",1906.9729304369555,1888.7219171380927,1866.4047365807453,1801.452933371743,1785.9748950594474,1767.190618170441,1787.761362628976,2398.529731739134,2454.152076201119,2507.392369610992,2477.5228349919917
"Stillwater County, Montana",560.9826444479921,539.3587238291045,565.7953893683151,566.0220112817627,563.5556563828009,574.5809307639387,581.713363665752,569.0120339357329,572.1979745182165,575.1154630913566,577.2358187787712
"Sweet Grass County, Montana",229.61106489319297,226.13150053732107,227.51799882515024,218.5591316503662,218.59911994289968,214.02636954505064,210.52014632748973,224.4022662495223,228.73516181960284,231.08599595563322,222.91887556747764
"Teton County, Montana",368.1802694183119,364.43407326736803,358.02155916570376,351.1424286281179,353.71544056292674,354.66198127652336,354.2487041530708,409.7037197249615,409.7928737037229,412.6792426372866,408.78775267693135
"Toole County, Montana",265.55319062817614,248.06206283290516,244.03590545604467,222.6252773197602,218.27917042444963,223.86513027920878,209.82690797812063,285.62332043449425,289.2900576027135,303.5869484291388,281.6787249342444
"Treasure County, Montana",28.236440950492256,26.556652005902066,23.823665311868247,27.46320442696517,24.596901835395332,25.130165425539403,24.850204199622855,34.041802748532916,35.44873462108471,31.52331372039474,33.253496643964425
"Valley County, Montana",438.81138167616706,431.8255941027342,424.4931765600714,435.1318326794457,418.1073213200961,423.66662231316633,420.7203215474384,482.76949700584873,485.11212826011854,473.36381718353897,476.29857240597437
"Wheatland County, Montana",124.33099758318133,124.35765644487036,123.25111938295778,121.66465804337005,129.39702327864094,130.67686453062308,121.83798382253052,147.01887296770167,141.83303591384842,139.01937635071602,143.45186894930288
"Wibaux County, Montana",65.15178784985201,62.672103520045724,61.792209960671634,59.7124733234734,57.89936848134718,53.49992227356768,48.43389657810808,54.30105024281039,53.8351248622796,53.335804624641355,57.06337417168029
"Yellowstone County, Montana",8596.210190459002,8664.601677676797,8729.860187329768,8859.870493961802,9031.16899960656,9125.743785232065,9200.360980217883,11043.284186797837,11337.0890042936,11618.249762414343,11799.34425512037
"Adams County, Nebraska",2035.1967694994614,2049.488294164777,2068.632530453858,2088.536695424713,2099.5352893550707,2034.223548335085,2011.8263480144885,2302.8224840909043,2267.5588990959614,2256.4950578831617,2273.624914142974
"Antelope County, Nebraska",381.89854220095,366.6337963712578,361.5811001066427,361.5811001066427,352.7422193985501,354.11538825553475,352.56891520848063,391.2267770680031,395.4168694180375,401.4460838607616,389.434476023579
"Arthur County, Nebraska",28.729716248102797,30.80945288530104,32.742544194118764,33.009175989190794,32.1159529989722,31.209400577909093,32.1159529989722,35.296231184822595,32.89065883699432,31.51718988220702,32.65973677772919
"Banner County, Nebraska",33.04916428172432,32.009295963125204,36.11545151414365,37.128660971053755,37.27530629943428,34.56897846708948,33.409123681798846,37.887225401421,39.781357948537014,36.1241168145625,37.07813445779653
"Blaine County, Nebraska",31.875980065589186,32.12928242981671,29.956218187615978,25.79674491321949,23.583692378485228,20.197455627615827,20.197455627615827,22.518984729287844,22.040667543054774,21.88526833533509,25.018174983376486
"Boone County, Nebraska",319.55971763019886,311.1074551838699,298.8690082940634,296.93591698524574,299.49559948921,287.80374562039214,285.0707589263583,335.7539201655343,344.4411227210429,346.2588333983852,334.3565745422493
"Box Butte County, Nebraska",672.7285867612279,663.3031031505222,665.9961015520228,636.1198599494737,628.5741499242079,638.9061643668856,636.6131352470843,717.6492533319628,711.6684490808776,733.6908051620135,711.2710929731741
"Boyd County, Nebraska",117.21189411221253,117.10523707636553,112.69246143774151,110.38608129800475,104.54681907901808,98.45425449580387,94.05480828802438,103.32806230220513,98.27284084466704,95.14845092675233,91.23859890149281
"Brown County, Nebraska",173.71143487488607,174.5779990034156,172.59158997121986,171.9250104835398,176.1911407937833,173.68477601319702,173.36480490565606,191.72113228613202,186.82267124945488,171.82595492143258,182.02238468927047
"Buffalo County, Nebraska",3160.721383445476,3149.7894582584313,3107.9547741701745,3132.0184340045166,3142.0571793795234,3163.321140598337,3209.128685929167,4200.348005004479,4171.246253023479,4210.334100290755,4310.092027773097
"Burt County, Nebraska",369.060162977686,364.9806878774475,362.43433480432776,359.4213868843774,372.4597507484909,374.7661308882276,375.1660785808357,434.56431479866325,440.86130064416045,453.56232941189273,452.6166273398302
"Butler County, Nebraska",534.7859518421646,525.813755236536,516.0283122257559,504.61639799376377,503.1899114134011,488.9117161789299,484.52559940199495,563.339435408054,565.930157382024,572.9918835817316,553.7620953752161
"Cass County, Nebraska",1616.62298286708,1613.7433508446659,1595.1056976949487,1599.4651556101949,1583.1472120310589,1600.6383398263297,1597.0654478654556,1805.2865639922418,1850.0454672208675,1825.7416221860885,1831.4799234701688
"Cedar County, Nebraska",550.7039261396014,541.8383865698199,531.5197015579867,524.4005980870179,523.0807685425023,522.4275184856666,523.7073597376487,585.4266674969942,583.6878660969409,592.6796751690441,580.82513865679
"Chase County, Nebraska",221.46544412356047,226.29149688563706,240.28973089419165,236.90349414332223,241.18295388441027,246.23565014902533,252.54152880393355,257.2497539445235,261.36638825689874,260.24836695983936,264.8715791395377
"Cherry County, Nebraska",318.62650634744676,317.66663620300557,322.54602827755116,313.9604499336861,305.5348463490461,317.05339602779446,309.9876102802037,341.55951641252557,345.36010525180285,350.27789866025466,344.2525112733804
"Cheyenne County, Nebraska",574.8209252864126,578.7937649398951,594.338450406413,578.4471133815741,565.7287206250016,536.4390819250657,514.2685251070078,590.0022413919542,611.6399326560494,620.8732630218618,590.4104665617878
"Clay County, Nebraska",392.3372352685657,388.1511031324801,387.7244965781831,377.67242177233106,370.81995009643424,370.6999636297427,374.4328303498421,420.32546631943586,416.5522766123797,408.40660457929084,407.93136493153645
"Colfax County, Nebraska",677.9812676666926,704.5112608109055,719.0160995479152,723.8954916224608,728.7615326770708,735.0940701936681,754.9582252828984,817.9840257451802,832.0745597120874,846.2681059611173,860.2779286416968
"Cuming County, Nebraska",568.9949709091795,565.5554164349321,579.3403579608837,561.3692842988467,560.7560225345446,570.1414962636258,545.7045691874554,639.6067423070612,627.7195446917488,618.5112021193121,623.5711434629927
"Custer County, Nebraska",621.3616972591456,614.9225242957923,606.9635371470739,605.2171226373521,618.1488078765276,623.7214383004423,627.1609927746897,691.4112886381856,694.6485952364103,694.3496441414165,699.8427026532688
"Dakota County, Nebraska",1427.913412368483,1400.5435139574295,1402.3166305070222,1387.6251581490983,1352.6695614202454,1342.2308683526294,1338.5646919649346,1678.9027054524495,1657.692342885993,1653.866902374654,1647.8360757832365
"Dawes County, Nebraska",700.0182711072143,686.5666301196484,665.0760038092058,665.6892655735079,648.3181242449283,610.8961942062044,612.9359425508692,728.4100787392995,722.7580440622871,739.6167912328021,703.8070417176598
"Dawson County, Nebraska",1644.8727748375081,1622.4089489517798,1611.7702712433145,1585.973526330095,1580.440884198714,1556.5105402619079,1532.7935103967957,1776.199700853419,1761.3508986817874,1757.8924841241292,1734.918717281407
"Deuel County, Nebraska",99.58745041940549,103.96023776549596,108.98627516842203,101.33390810730916,99.3741579368024,99.00086910588337,98.2542914440453,111.4937845375003,112.77857593812573,114.98640267213867,112.09028198100914
"Dixon County, Nebraska",379.5388443378352,374.28616343237064,369.91337608628015,367.4470211873184,373.9928727756096,366.87376930464075,348.3027848982371,382.9751369286896,386.40937241284473,379.1066694046845,375.65311288789746
"Dodge County, Nebraska",2146.142838016572,2151.355552218594,2151.1022930325485,2198.842929672196,2245.87697694254,2249.7831478527087,2265.5811356834547,2664.1613477793885,2693.6754731761403,2676.951190222597,2754.935665344657
"Douglas County, Nebraska",32887.92262207451,33202.73639306225,33656.732479215774,34052.29593329779,34367.20296712326,34930.33188741722,35189.75248199147,42008.82513866507,42203.1754494902,42563.18756458961,43662.04872704354
"Dundy County, Nebraska",130.06360276632103,113.85231622303212,105.16008084332013,98.32093859826786,93.13492643611674,85.48255937500386,83.77611156872464,101.13552314535202,95.7485002209694,90.5292683100087,99.72038274872024
"Fillmore County, Nebraska",340.8370298689474,328.918532497591,300.0688297827967,298.2690543715149,291.7365538031592,292.90973801929437,291.45659257724265,290.4554001208989,285.49175198898024,284.0082621253406,300.4151745156028
"Franklin County, Nebraska",165.44580604947114,156.72691180807007,151.42091317922748,151.15428138415544,135.30295424094106,146.5815309863064,147.20812218145295,161.91608533097224,159.11151343814217,161.5716198157972,154.81877004478264
"Frontier County, Nebraska",196.40188267406177,185.12330592869645,185.38993772376853,173.4447814907231,174.99125453777728,165.61911023954065,171.03176590423027,165.128511041287,175.8686856083454,188.17044258844757,169.37553619275795
"Furnas County, Nebraska",297.7491418013063,294.3095873270589,294.97616681473903,295.0428139689616,288.9369199549028,282.08444827900604,280.81793645786837,299.2394911203427,297.79055314498055,288.3905887969161,288.98517764493704
"Gage County, Nebraska",1224.4857106502732,1195.0094167403322,1188.3169414127515,1196.9025413457073,1200.8087122558761,1206.0747225921855,1215.0469407869048,1375.1259792724886,1389.182573897032,1386.4971866520261,1393.1408166267913
"Garden County, Nebraska",84.04274336379667,81.02979544384633,82.73624325012553,82.70958438843651,88.92213543834224,91.00187207554046,85.85584820592288,114.46587520112406,99.44774745775425,92.46540695993507,102.36880324619206
"Garfield County, Nebraska",114.63888217740373,106.7198833212188,105.93331736684722,107.86640867566493,104.22686956056799,105.95997622853622,95.85458369930608,101.65955893373773,98.52318557406312,94.69883403323729,103.60814994002794
"Gosper County, Nebraska",110.55940707716522,113.14574844281853,108.07972274735893,112.99910311443799,121.58468145830301,116.06536875776641,112.03921138090593,114.29910509755803,105.9096285452159,104.24394487953627,112.04072394874305
"Grant County, Nebraska",28.236440950492256,29.142993371555363,31.342716475445116,29.542941064163415,30.169532259309975,31.462702942136623,32.88918952249929,35.237916594996484,35.9048236640855,36.824622922730136,37.64464190033356
"Greeley County, Nebraska",143.3419395638175,148.2746493617411,147.00813754060346,142.83533483536246,137.78263857074737,129.43703316026537,126.34408706615702,141.7147440625785,143.28892246329573,150.83434102019635,141.08618276370478
"Hall County, Nebraska",3820.85197410955,3860.2203680661178,3862.820060451706,3907.44115690283,3933.5845101961886,3994.803446685092,4034.051810996786,4669.3901206216315,4645.666214626219,4688.591523070454,4780.256636411443
"Hamilton County, Nebraska",601.1909004932189,597.3913866188968,595.1916635150071,588.805808275032,575.2741691133078,565.9420131076047,553.8102016645544,640.8246759328146,622.7096935250654,628.8996142858122,615.666460547598
"Harlan County, Nebraska",190.62931078747948,177.430972164141,174.95128783433466,179.5907069754972,188.05629885267066,182.73697079298358,181.36382352508986,176.1000594770876,181.18523553501907,175.344747096465,180.7389413032533
"Hayes County, Nebraska",56.25956782929052,50.780265010378365,44.55438452962814,37.52860866366181,39.60834530086005,37.54193809450632,42.061370768977326,47.25130748486278,46.29777306582539,48.34710063868991,42.21819583720468
"Hitchcock County, Nebraska",141.11555759823875,144.70177898995763,143.12864708121444,148.99456816189013,155.74038280193992,165.01922108426498,165.45915706940656,168.12068112296532,165.84936881013743,173.05451077580472,175.3926988079075
"Holt County, Nebraska",590.3389303021506,575.6474579442269,568.341720852344,562.8091003100537,570.261504319408,573.8077374185934,588.2992467247586,670.1050585376497,683.2168661101724,682.8721964130261,685.014766421778
"Hooker County, Nebraska",40.661543050303685,43.647832108565034,42.754609118346444,40.94150427622023,38.72845174148597,39.74166119839607,35.08891262638904,45.00409817686881,48.81633015462063,48.55152258396216,46.08423093840306
"Howard County, Nebraska",380.1521061021373,364.3274378206119,371.63319650158576,367.1804325704282,369.1135238792459,378.89894530093505,374.7528014573831,415.06204235662614,426.7554110394366,426.4603085650994,426.5109442347396
"Jefferson County, Nebraska",406.8687544563553,392.1372722168071,394.36365418238586,402.4826160903294,399.73629996545105,393.75039241808383,386.76460484465105,443.0178894757339,450.09187135982955,452.93885771941234,447.88211396073154
"Johnson County, Nebraska",252.11490066054554,260.1272271217329,262.3536090873117,267.31297774692433,260.28720188095804,250.2351486641968,241.98284926962634,310.3989504533765,314.73542240148515,319.8904881270603,315.7670626768572
"Kearney County, Nebraska",363.58086015877393,373.72624098053757,375.7126716018242,384.32493039646914,392.9905069144922,400.322924457155,393.7770728688638,465.5905234463067,471.33317859973954,472.27646831730453,487.0953241793179
"Keith County, Nebraska",423.4666376723168,433.03876661140293,428.3993474702404,421.9868333685761,420.66700382406043,389.53760142030933,403.28253306463637,485.82318853624776,493.4808431668877,485.07131641233923,480.59296350413473
"Keya Paha County, Nebraska",41.86138612812785,36.51539920675171,38.95509524402448,39.20839760825201,37.78191102788933,40.248265926851126,41.314793107139266,45.36020683051844,46.09107590302184,42.908847819880464,45.15445549275915
"Kimball County, Nebraska",203.08107174897992,205.01416305779765,200.62804628086266,196.85519126822973,191.68250853692308,189.98939016148842,190.72263839248197,196.71664071684182,195.80552076455717,189.73375573376615,188.5866588009266
"Knox County, Nebraska",529.479953213322,530.1598621318466,515.7350215689949,520.0411401717719,514.4818391787018,501.7901052838183,507.309417984355,573.6390419070907,576.9731608805807,573.2185628860844,567.8917642129484
"Lancaster County, Nebraska",18233.234570968903,18704.881781266005,18978.167380307637,19507.153971866985,19774.107076570202,20072.349493669117,20355.233750976975,27301.982316604597,27138.578728976383,27424.61417547433,28920.48700068078
"Lincoln County, Nebraska",2121.8659936450813,2119.9062650636656,2105.2814182708735,2116.7066403446192,2121.239424039026,2115.533499306666,2117.386570852235,2311.800344299172,2312.4366241693097,2292.002003333776,2308.451552891454
"Logan County, Nebraska",41.688081938058296,41.288134245450244,46.06086928414878,56.07293420837646,53.69990691441716,51.24688144629988,46.0875281458378,53.19508044816794,51.721290800744214,48.20726125075829,51.26297592329799
"Loup County, Nebraska",32.36925536319973,31.209400577909093,31.596018839672638,31.356045906289623,28.75637510979182,31.222730008753608,36.00879447829666,33.74339613879582,33.16785821335505,32.126258786069364,33.47167342522185
"McPherson County, Nebraska",39.50168826501306,35.355544421461076,35.6088467856886,37.68858342288684,40.94150427622023,35.11557148807806,33.15582131757132,24.559292692507075,25.390414396989854,26.620603707131483,33.39378706574505
"Madison County, Nebraska",2131.86462119301,2124.892163050422,2108.254269952836,2090.7098676123687,2133.5844631974064,2188.08426549704,2213.7877043943477,2543.8193661097034,2552.517803439744,2588.8251429742154,2618.6545235438775
"Merrick County, Nebraska",482.8591614773401,474.4735461852337,458.96882742215837,450.95650096097097,456.63578842073264,438.18476889192954,446.07710888642544,492.7829233636884,490.90992998929164,494.0337073612927,480.77455263937503
"Morrill County, Nebraska",313.3071998768506,300.74878187950304,295.5494402865075,297.29587638532024,283.1776559100741,279.96472334927427,277.00509315270193,307.5506709413095,303.15912047811753,297.6407332901921,295.53992954240954
"Nance County, Nebraska",208.5737255878275,206.5473066740073,210.0002121681902,208.3604115161335,209.1069891779716,198.2550189869033,198.90826904373893,226.95696983755568,221.9230917347081,221.22595782259742,220.1815511283629
"Nemaha County, Nebraska",480.11275899609814,471.86048119061866,466.9411008235395,456.0491423399378,460.83520680948084,453.662785615134,458.94212538228754,528.2644807617237,522.355296910557,540.9215296675907,527.0742299108324
"Nuckolls County, Nebraska",234.8370869369685,236.66352120993923,240.40971736088318,231.1975478218716,230.50428788341154,225.21161868541344,213.67973957582063,240.91337989077647,234.83851490655672,233.54112751825784,229.49957245290545
"Otoe County, Nebraska",918.2309670901687,916.7244823356482,916.484530991356,922.5104484203476,941.9346675244363,938.5750896352561,942.66791575543,1062.801074818014,1061.0195867085795,1084.6464160941116,1087.5441208076834
"Pawnee County, Nebraska",155.2737663660184,146.87482164306743,144.55511207248617,145.92828092947082,139.4757569461821,132.99657410120432,132.7299423061323,143.952729578956,148.67284543424964,146.37640920673186,143.68362385211594
"Perkins County, Nebraska",170.11190564141356,167.12561658315218,168.17881433259583,163.5260657605888,170.75182626740462,178.7908115902811,175.31124723440917,192.71108544703586,193.68899511353538,193.26817578924368,197.07946849135757
"Phelps County, Nebraska",554.5701303463279,537.0123338077434,558.1963400305802,554.4768027413254,552.6903567608882,536.5190585101328,537.932215659651,604.4598465444149,595.7821400231509,594.4517661416869,594.9409205640965
"Pierce County, Nebraska",460.3953140025211,457.6489978776427,452.42299742295813,449.6900107289243,429.4658962396194,434.6252495400815,440.73114355414026,511.7337140322972,512.4558357377834,517.3438106671562,508.4434617362963
"Platte County, Nebraska",2038.9164363232617,2055.15438172824,2047.3553693387464,2041.7960899347672,2065.793081025796,2093.322932606983,2084.7373542631185,2445.4617062894577,2445.172599540007,2468.55154238781,2493.2092204638675
"Polk County, Nebraska",326.6655132594141,323.2525960577648,315.8668607917239,322.7193324676207,332.3314712883313,329.41182938429245,324.33247425798834,349.1403796542582,348.04424619714575,355.83650116607134,353.63058247526897
"Red Willow County, Nebraska",675.4748597079245,664.7162171218587,660.4634162424597,651.2112368218236,653.7042505824745,644.2387786792355,632.7335584313316,702.6204981681641,687.4679742684798,682.7077191639647,678.162884068947
"Richardson County, Nebraska",443.8774073716266,433.79867370408545,423.7199400365443,420.7203215474384,420.3736915782084,422.9866918055507,410.9215491058139,476.26298628674743,472.13995589355625,471.08906461399704,465.85616988824256
"Rock County, Nebraska",69.28460226255947,68.11141804642435,72.76416661843137,69.49791633425349,72.60419185920634,63.91195647949433,70.03117992439755,76.74334085969627,80.59832760748613,72.33071928444208,75.98269977461989
"Saline County, Nebraska",1021.5378252642836,1009.2327096311636,990.9150275889876,1006.8863627879845,1043.721733102277,1034.656230480737,1044.7482935791227,1107.410877643231,1058.8743315489914,1090.0997230922612,1097.2259055976256
"Sarpy County, Nebraska",10900.493615571344,11111.86706136379,11341.984730985438,11520.668863950781,11841.721672137382,12084.064416039813,12326.767140931408,14467.255050432554,14660.484421786072,14820.182341221254,15390.135550025228
"Saunders County, Nebraska",1314.9543191356695,1317.0607362236476,1287.3044810877902,1285.7447001989824,1277.065794250115,1295.7834239848992,1284.264874306151,1506.0185087004952,1538.8261373969158,1571.832880928306,1548.1899307741144
"Scotts Bluff County, Nebraska",2157.6214857591503,2143.5966144779977,2176.0991857387335,2215.9608118147303,2218.2538409345316,2226.5194697599463,2204.1356204592853,2511.3504081436467,2535.1309820732936,2551.605480798722,2575.287007869334
"Seward County, Nebraska",1254.0285005908,1236.990659800606,1239.7236464946398,1254.5751152008795,1258.547933265271,1269.4665721996528,1260.4810245740887,1462.8775087998301,1437.0413553458297,1452.916545436257,1466.4457619649836
"Sheridan County, Nebraska",289.8701528267459,295.7227444765771,304.9349140155886,300.8020996028812,307.5345848120864,283.31097180761014,287.4704450820066,321.0796533994387,317.7760335115986,306.0491338503666,312.1794883521781
"Sherman County, Nebraska",165.55248467440902,164.1393275248909,167.56555256829384,167.00563011646074,172.8315629046029,167.28559134237727,162.87281570375325,176.24609877187672,180.3479899923486,182.81738822227712,180.80587926910306
"Sioux County, Nebraska",80.02991541778073,76.76366513360283,74.68392849640458,73.53740314195846,64.47187893132742,65.67172200915157,58.9392367999463,67.09399263944735,65.74186703935054,59.468780016716025,68.64023896257021
"Stanton County, Nebraska",399.72297053460653,390.12418273383145,379.0455906293156,377.69908063402005,373.419620892932,369.1801494443775,362.18103244010024,387.3534788582946,387.8557629280474,375.3643951552333,380.1946264250786
"Thayer County, Nebraska",267.3929759210823,280.11136867765475,282.031130555628,282.2577740581665,282.89769468415756,285.0707589263583,280.84461690864833,321.70304902324926,320.1073911465274,319.4436520915242,325.3439593813469
"Thomas County, Nebraska",42.994582051729445,41.16814777875874,37.80856988957835,42.10135906151086,41.42145014298626,38.31517461803341,39.74166119839607,42.51900400583807,45.39063785551127,42.875452962773025,42.882664142056655
"Thurston County, Nebraska",548.4375774705802,555.7433361515539,573.9410317270385,589.8990159061,602.7240656985194,615.3758113008694,613.0427722994436,630.3704401011213,622.9584648513363,635.7629823257909,638.0747701816873
"Valley County, Nebraska",237.0767983333918,244.8624812920407,237.37008899015285,232.2107356896908,228.5312082820603,227.39801235845871,227.42467122014773,255.68749092490913,253.53804684137933,255.78821998148788,250.5985287876343
"Washington County, Nebraska",1289.024279914005,1300.1562113309897,1277.359063317785,1290.6907178386596,1297.076551489544,1307.3019304854656,1298.9963133675174,1449.9110213996832,1457.3298771628965,1475.8107365011683,1473.8763063915978
"Wayne County, Nebraska",760.9172580776674,733.1074452705632,730.1611445048354,713.2166313196437,664.4628068121766,698.5518394125,730.0145207655456,995.9504776759445,1024.7803373908873,1029.6217769902223,1040.665512244826
"Webster County, Nebraska",214.25299145849823,210.00019057909924,205.30745371455868,196.32192767808567,191.7758361419256,193.42896622482675,188.32295223683366,216.3264758760644,220.02923143022036,217.91573767197025,210.12405012793923
"Wheeler County, Nebraska",48.60720076817762,43.80780686779007,37.995203510492416,38.595135843949954,36.902017468515254,33.39579425095434,31.582689408828134,38.42034886010905,36.291771706670325,38.94982788011186,38.4547796565599
"York County, Nebraska",799.2325622302463,788.00732479735,762.8905103917459,783.8745319737334,813.8041128887514,826.5625155269483,823.2829358119259,996.8157920364649,1037.0939908231376,1054.9842969014371,1069.3690362545212
